Restrição de Atendimento	Escola	Código INEP	UF	Município	Localização	Localidade Diferenciada	Categoria Administrativa	Endereço	Telefone	Dependência Administrativa	Categoria Escola Privada	Conveniada Poder Público	Regulamentação pelo Conselho de Educação	Porte da Escola	Etapas e Modalidade de Ensino Oferecidas	Outras Ofertas Educacionais	Latitude	Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO	COLEGIO ESTADUAL CICERO BEZERRA	28001680	SE	Nossa Senhora da Glória	Urbana	A escola não está em área de localização diferenciada	Pública	RUA SENADOR LEITE NETO, 204 CENTRO. 49680-000 Nossa Senhora da Glória - SE.	(79) 34117102	Estadual	Não Informado	Não	Sim	Mais de 1000 matrículas de escolarização	Ensino Médio, Educação de Jovens Adultos	Atendimento Educacional Especializado	-102.158.876	-374.185.342
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO	CENTRO DE EXCELENCIA MANOEL MESSIAS FEITOSA	28001699	SE	Nossa Senhora da Glória	Urbana	A escola não está em área de localização diferenciada	Pública	AVENIDA ANTONIO ALVES FEITOSA, 500 PREDIO. SILOS. 49680-000 Nossa Senhora da Glória - SE.	(79) 34111281	Estadual	Não Informado	Não	Sim	Entre 501 e 1000 matrículas de escolarização	Ensino Médio		-102.117.975	-374.136.568
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO	ESCOLA MUNICIPAL PRESIDENTE TANCREDO NEVES	28001702	SE	Nossa Senhora da Glória	Urbana	A escola não está em área de localização diferenciada	Pública	AVENIDA MANOEL VENANCIO CUNHA, 440 NOVO HORIZONTE. 49680-000 Nossa Senhora da Glória - SE.	(79) 34111723	Municipal	Não Informado	Não	Em Tramitação	Entre 501 e 1000 matrículas de escolarização	Ensino Fundamental	Atendimento Educacional Especializado, Atividade Complementar	-102.158.813	-3.742.640.007
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO	ESC MUL 13 DE MAIO	28001737	SE	Nossa Senhora da Glória	Rural	A escola não está em área de localização diferenciada	Pública	POVOADO ANGICO, ESCOLA. ZONA RURAL. 49680-000 Nossa Senhora da Glória - SE.	(79) 34115003	Municipal	Não Informado	Não	Em Tramitação	Entre 201 e 500 matrículas de escolarização	Educação Infantil, Ensino Fundamental		-1.026.599.923	-3.752.901.028
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO	ESCOLA MUNICIPAL EDITON OLIVEIRA DA SILVA	28001761	SE	Nossa Senhora da Glória	Urbana	A escola não está em área de localização diferenciada	Pública	RUA MOACIR ALVES OLIVEIRA, S/N JARDIM DO SERTAO. 49680-000 Nossa Senhora da Glória - SE.	(79) 999757853	Municipal	Não Informado	Não	Em Tramitação	Entre 501 e 1000 matrículas de escolarização	Ensino Fundamental	Atendimento Educacional Especializado, Atividade Complementar	-1.021.070.179	-3.740.082.697
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO	ESCOLA MUNICIPAL TIRADENTES	28001826	SE	Nossa Senhora da Glória	Urbana	A escola não está em área de localização diferenciada	Pública	AVENIDA LOURIVAL BATISTA, 530 PREDIO. DIVINEIA. 49680-000 Nossa Senhora da Glória - SE.		Municipal	Não Informado	Não	Em Tramitação	Mais de 1000 matrículas de escolarização	Ensino Fundamental, Educação de Jovens Adultos	Atividade Complementar	-1.022.167.237	-3.742.288.184
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO	ESCOLA MUNICIPAL NAIR PEREIRA DA COSTA	28001842	SE	Nossa Senhora da Glória	Rural	A escola não está em área de localização diferenciada	Pública	POVOADO ANINGAS, SN ZONA RURAL. 49680-000 Nossa Senhora da Glória - SE.	(79) 34111148	Municipal	Não Informado	Não	Em Tramitação	Entre 201 e 500 matrículas de escolarização	Educação Infantil, Ensino Fundamental		-1.018.849.556	-3.770.149.143
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO	ESC MUL LEONCIO RIBEIRO ARAGAO	28001982	SE	Nossa Senhora da Glória	Rural	A escola não está em área de localização diferenciada	Pública	POVOADO TANQUE DE PEDRA, ZONA RURAL. 49680-000 Nossa Senhora da Glória - SE.	(79) 996786022	Municipal	Não Informado	Não	Em Tramitação	Entre 51 e 200 matrículas de escolarização	Educação Infantil, Ensino Fundamental		-1.013.991.948	-3.743.956.084
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO	ESCOLA MUNICIPAL PRESIDENTE DUTRA	28002024	SE	Nossa Senhora da Glória	Rural	A escola não está em área de localização diferenciada	Pública	POVOADO LAGOA BONITA, SN ZONA RURAL. 49680-000 Nossa Senhora da Glória - SE.	(79) 999059450	Municipal	Não Informado	Não	Em Tramitação	Entre 201 e 500 matrículas de escolarização	Educação Infantil, Ensino Fundamental		-102.068.638	-37.586.973
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO	ESCOLA MUL N S APARECIDA	28002130	SE	Monte Alegre de Sergipe	Rural	A escola não está em área de localização diferenciada	Pública	POVOADO LAGOA DAS AREIAS, ZONA RURAL. 49690-000 Monte Alegre de Sergipe - SE.	(79) 998080384	Municipal	Não Informado	Não	Sim	Até 50 matrículas de escolarização	Educação Infantil, Ensino Fundamental	Atividade Complementar	-1.011.832.638	-377.890.601
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO	ESCOLA MUNICIPAL PROFESSOR JOSE AUGUSTO BARRETO	28002156	SE	Nossa Senhora da Glória	Urbana	A escola não está em área de localização diferenciada	Pública	RUA BOCA DA MATA, 444 ESCOLA. BRASILIA. 49680-000 Nossa Senhora da Glória - SE.	(79) 999672757	Municipal	Não Informado	Não	Em Tramitação	Entre 501 e 1000 matrículas de escolarização	Ensino Fundamental	Atendimento Educacional Especializado, Atividade Complementar	-1.021.496.294	-3.741.407.384
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO	ESCOLA MUNICIPAL HERMES FONTES	28002172	SE	Nossa Senhora da Glória	Rural	A escola não está em área de localização diferenciada	Pública	POVOADO SAO CLEMENTE, 000000 ZONA RURAL. ZONA RURAL. 49680-000 Nossa Senhora da Glória - SE.	(79) 99389393	Municipal	Não Informado	Não	Em Tramitação	Entre 51 e 200 matrículas de escolarização	Educação Infantil, Ensino Fundamental		-1.011.765.373	-3.754.930.665
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO	ESCOLA PE LEON GREGORIO	28002199	SE	Nossa Senhora da Glória	Urbana	A escola não está em área de localização diferenciada	Pública	AVENIDA MANOEL VENANCIO CUNHA, 590 NOVO HOPRIZONTE. 49680-000 Nossa Senhora da Glória - SE.	(79) 999630593	Estadual	Não Informado	Não	Sim	Entre 501 e 1000 matrículas de escolarização	Ensino Fundamental	Atendimento Educacional Especializado	-102.171.872.621.685	-374.273.574.072.706
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO	ESCOLA ESTADUAL PROFESSORA EVANGELINA AZEVEDO	28002229	SE	Nossa Senhora da Glória	Urbana	A escola não está em área de localização diferenciada	Pública	RUA PEDRO ALVES FEITOSA, 191 CENTRO. 49680-000 Nossa Senhora da Glória - SE.	(79) 34113190	Estadual	Não Informado	Não	Sim	Entre 201 e 500 matrículas de escolarização	Ensino Fundamental, Educação de Jovens Adultos		-1.021.750.333	-3.742.224.667
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO	COLEGIO MUNICIPAL MENINO DEUS	28002237	SE	Poço Redondo	Urbana	A escola não está em área de localização diferenciada	Pública	PRACA FREI DAMIAO, CENTRO. 49810-000 Poço Redondo - SE.	(79) 998773871	Municipal	Não Informado	Não	Sim	Entre 201 e 500 matrículas de escolarização	Ensino Fundamental	Atividade Complementar	-980.495.643	-3.768.164.545
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO	COLEGIO ESTADUAL PROFESSOR JUSTINIANO DE MELO E SILVA	28002245	SE	Poço Redondo	Urbana	A escola não está em área de localização diferenciada	Pública	CONJ. HABITACIONAL AUGUSTO FRANCO, 34 CENTRO. 49810-000 Poço Redondo - SE.	(79) 988193077	Estadual	Não Informado	Não	Sim	Entre 201 e 500 matrículas de escolarização	Ensino Médio		-980.588.638	-376.864.557
ESCOLA PARALISADA	ESC ESPERANCA DO MENINO	28002253	SE	Poço Redondo	Rural	Não Informado	Pública	SALGADINHO, COMUNIDADE. 49810-000 Poço Redondo - SE.	(79) 999392663	Municipal	Não Informado	Não					-9.962.225	-3.778.916.667
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO	COLEGIO ESTADUAL PROFESSOR JOSE ARIBALDO DE CAMPOS LIMA	28002261	SE	Poço Redondo	Urbana	A escola não está em área de localização diferenciada	Pública	POVOADO SITIOS NOVOS, 743 ESCOLA. CENTRO. 49810-000 Poço Redondo - SE.	(79) 33377117	Estadual	Não Informado	Não	Sim	Entre 201 e 500 matrículas de escolarização	Ensino Fundamental, Ensino Médio	Atendimento Educacional Especializado	-99.298.957	-376.221.225
ESCOLA PARALISADA	ESC MUL ANTONIO VITOR	28002270	SE	Poço Redondo	Rural	Não Informado	Pública	SAO JOSE, COMUNIDADE. 49810-000 Poço Redondo - SE.	(79) 999392663	Municipal	Não Informado	Não						
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO	ESC MUL CASTELO BRANCO	28002296	SE	Poço Redondo	Rural	A escola não está em área de localização diferenciada	Pública	SALITRADO, COMUNIDADE. 49810-000 Poço Redondo - SE.	(79) 998294722	Municipal	Não Informado	Não	Sim	Até 50 matrículas de escolarização	Ensino Fundamental		-1.000.825.466	-3.771.251.808
ESCOLA PARALISADA	ESC MUL ELIAS BARBOSA	28002300	SE	Poço Redondo	Rural	Não Informado	Pública	BAIXA DO ANGICO, FAZENDA. 49810-000 Poço Redondo - SE.		Municipal	Não Informado	Não						
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO	ESC MUL FREI DAMIAO	28002326	SE	Poço Redondo	Rural	A escola não está em área de localização diferenciada	Pública	POCO PRETO, COMUNIDADE. RURAL. 49810-000 Poço Redondo - SE.	(79) 998294722	Municipal	Não Informado	Não	Sim	Até 50 matrículas de escolarização	Ensino Fundamental		-99.851.693	-376.633.145
ESCOLA PARALISADA	ESC MUL GALO DE CAMPINA	28002334	SE	Poço Redondo	Rural	Não Informado	Pública	PATOS, COMUNIDADE. 49810-000 Poço Redondo - SE.	(79) 999392663	Municipal	Não Informado	Não					-9.923.198.333	-37.661.105
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO	ESC MUL GERVASIO FELIX	28002342	SE	Poço Redondo	Rural	A escola não está em área de localização diferenciada	Pública	AREAS, POVOADO. RURAL. 49810-000 Poço Redondo - SE.	(79) 998294722	Municipal	Não Informado	Não	Sim	Até 50 matrículas de escolarização	Educação Infantil, Ensino Fundamental		-978.045.431	-3.775.592.463
ESCOLA PARALISADA	ESC MUL SANTA HELENA	28002350	SE	Poço Redondo	Rural	Não Informado	Pública	SAO JOSE, COMUNIDADE. 49810-000 Poço Redondo - SE.	(79) 998294722	Municipal	Não Informado	Não					-982.595.943	-3.755.822.462
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO	ESC MUL JOAO EMIDIO	28002369	SE	Poço Redondo	Rural	A escola não está em área de localização diferenciada	Pública	RANCHO VELHO, COMUNIDADE. RURAL. 49810-000 Poço Redondo - SE.	(79) 998294722	Municipal	Não Informado	Não	Sim	Até 50 matrículas de escolarização	Educação Infantil, Ensino Fundamental		-987.376.311	-3.784.430.806
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO	ESC MUL JOAQUIM INACIO	28002393	SE	Poço Redondo	Rural	A escola não está em área de localização diferenciada	Pública	LAGOA DANTAS, COMUNIDADE. 49810-000 Poço Redondo - SE.	(79) 998294722	Municipal	Não Informado	Não	Sim	Até 50 matrículas de escolarização	Educação Infantil, Ensino Fundamental		-994.490.539	-3.764.727.062
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO	ESC MUL JOSE JULIAO	28002407	SE	Poço Redondo	Rural	A escola não está em área de localização diferenciada	Pública	TANQUINHO, COMUNIDADE. RURAL. 49810-000 Poço Redondo - SE.	(79) 998294722	Municipal	Não Informado	Não	Sim	Até 50 matrículas de escolarização	Educação Infantil		-1.001.088.841	-3.768.997.473
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO	ESC MUL JOSE MATIAS	28002415	SE	Poço Redondo	Rural	A escola não está em área de localização diferenciada	Pública	LAGOA GRANDE, 49810-000 Poço Redondo - SE.	(79) 998294722	Municipal	Não Informado	Não	Sim	Até 50 matrículas de escolarização	Educação Infantil, Ensino Fundamental		-996.778.793	-3.764.250.603
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO	ESC MUL LUIS TAVARES	28002423	SE	Poço Redondo	Rural	A escola não está em área de localização diferenciada	Pública	BOM SUCESSO, POVOADO. 49810-000 Poço Redondo - SE.	(79) 998569763	Municipal	Não Informado	Não	Sim	Entre 51 e 200 matrículas de escolarização	Educação Infantil, Ensino Fundamental		-974.854.808	-3.752.287.747
ESCOLA PARALISADA	ESC MUL MANOEL BRAZ	28002431	SE	Poço Redondo	Rural	Não Informado	Pública	BOM JARDIM, COMUNIDADE. 49810-000 Poço Redondo - SE.	(79) 999392663	Municipal	Não Informado	Não					-991.106	-3.765.378.667
ESCOLA PARALISADA	ESC MUL MANOEL CANTE	28002440	SE	Poço Redondo	Rural	Não Informado	Pública	TANQUE NOVO, 49810-000 Poço Redondo - SE.	(79) 999392663	Municipal	Não Informado	Não						
ESCOLA PARALISADA	ESC MUL MILTON ALVES COSTA	28002466	SE	Poço Redondo	Rural	Não Informado	Pública	MARROQUINHO, 49810-000 Poço Redondo - SE.	(79) 33371673	Municipal	Não Informado	Não						
ESCOLA PARALISADA	ESC MUL NOSSA SRA DA CONCEICAO	28002474	SE	Poço Redondo	Rural	Não Informado	Pública	GARROTE DO EMELIANO, 49810-000 Poço Redondo - SE.	(79) 999392663	Municipal	Não Informado	Não						
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO	ESC MUL NS DO SOCORRO	28002482	SE	Poço Redondo	Rural	A escola não está em área de localização diferenciada	Pública	QUEIMADAS, POVOADO. 49810-000 Poço Redondo - SE.	(79) 998294722	Municipal	Não Informado	Não	Sim	Entre 51 e 200 matrículas de escolarização	Educação Infantil, Ensino Fundamental		-985.116.203	-3.776.543.494
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO	ESC MUL PE CICERO	28002490	SE	Poço Redondo	Rural	A escola não está em área de localização diferenciada	Pública	PATO BRANCO BARRA DA ONCA, ASSENTAMENTO. 49810-000 Poço Redondo - SE.	(79) 998294722	Municipal	Não Informado	Não	Sim	Até 50 matrículas de escolarização	Educação Infantil, Ensino Fundamental		-985.923.441	-3.761.055.872
ESCOLA PARALISADA	ESC MUL ROSA MARQUES	28002504	SE	Poço Redondo	Rural	Não Informado	Pública	CACHIMBEIRO, FAZENDA. 49810-000 Poço Redondo - SE.	(79) 999392663	Municipal	Não Informado	Não						
ESCOLA PARALISADA	ESC MUL SEBASTIAO MARQUES	28002520	SE	Poço Redondo	Rural	Não Informado	Pública	SERROTE DO JOAO, FAZENDA. 49810-000 Poço Redondo - SE.	(79) 999392663	Municipal	Não Informado	Não					-9.959.216.667	-3.766.604.667
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO	ESC MUL SELMA SATURNINO	28002539	SE	Poço Redondo	Rural	Área remanescente de quilombos	Pública	SERRA DA GUIA, COMUNIDADE QUILOMBOLA. 49810-000 Poço Redondo - SE.	(79) 998095976	Municipal	Não Informado	Não	Sim	Entre 51 e 200 matrículas de escolarização	Educação Infantil, Ensino Fundamental		-9.954.344.686	-3.786.544.204
ESCOLA PARALISADA	ESC MUL SEUVIANO SANTOS	28002547	SE	Poço Redondo	Rural	Não Informado	Pública	JACARE, POVOADO. 49810-000 Poço Redondo - SE.	(79) 999820729	Municipal	Não Informado	Não						
ESCOLA PARALISADA	ESCOLA MUL SANTA MARIA	28002555	SE	Poço Redondo	Rural	Não Informado	Pública	PIA DO BOI, FAZENDA. 49810-000 Poço Redondo - SE.	(79) 999392663	Municipal	Não Informado	Não					-1.001.250.833	-3.780.138.667
ESCOLA PARALISADA	ESC MUL STO ANTONIO	28002563	SE	Poço Redondo	Rural	Não Informado	Pública	FAZENDA SANTO ANTONIO, FAZENDA. 49810-000 Poço Redondo - SE.	(79) 999392663	Municipal	Não Informado	Não					-9.989.396.667	-3.771.778.833
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO	ESC MUL TEMILSON CALDEIRA	28002571	SE	Poço Redondo	Rural	A escola não está em área de localização diferenciada	Pública	LAGOA DO RIACHO SALGADO, COMUNIDADE. 49810-000 Poço Redondo - SE.	(79) 998294722	Municipal	Não Informado	Não	Sim	Até 50 matrículas de escolarização	Ensino Fundamental		-99.640.755	-3.770.566.456
ESCOLA PARALISADA	ESCOLA MUL ANTONIO ROZENDO	28002601	SE	Poço Redondo	Rural	Não Informado	Pública	SERRA DO BOI, 49810-000 Poço Redondo - SE.	(79) 999392663	Municipal	Não Informado	Não						
ESCOLA PARALISADA	ESCOLA MUL ILO RONALDO ALENCAR	28002628	SE	Poço Redondo	Rural	Não Informado	Pública	BAIXA VERDE, COMUNIDADE. 49810-000 Poço Redondo - SE.		Municipal	Não Informado	Não					-9.870.971.667	-3.765.118.333
ESCOLA PARALISADA	ESCOLA MUL JOSE CIRILO DOS SANTOS	28002636	SE	Poço Redondo	Rural	Não Informado	Pública	SITIO DO OLEO, COMUNIDADE. 49810-000 Poço Redondo - SE.	(79) 999392663	Municipal	Não Informado	Não					-9.942.703.333	-37.616.045
ESCOLA PARALISADA	ESCOLA MUL LUIZ GONZAGA	28002660	SE	Poço Redondo	Rural	Não Informado	Pública	MARAVILHA, COMUNIDADE. 49810-000 Poço Redondo - SE.	(79) 999820729	Municipal	Não Informado	Não					-9.678.085	-3.768.577.833
ESCOLA PARALISADA	ESCOLA MUL MANOEL HONORATO	28002679	SE	Poço Redondo	Rural	Não Informado	Pública	SERROTE, FAZENDA. 49810-000 Poço Redondo - SE.		Municipal	Não Informado	Não					-990.447	-37.613.285
ESCOLA PARALISADA	ESCOLA MUL MANOEL INACIO DOS SANTOS	28002687	SE	Poço Redondo	Rural	Não Informado	Pública	MUNDO NOVO, COMUNIDADE. 49810-000 Poço Redondo - SE.	(79) 999392663	Municipal	Não Informado	Não						
ESCOLA PARALISADA	ESCOLA MUL JOAO MIGUEL DOS SANTOS	28002717	SE	Poço Redondo	Rural	Não Informado	Pública	LAGOA DE DENTRO, 49810-000 Poço Redondo - SE.	(79) 999392663	Municipal	Não Informado	Não					-9.927.556.667	-3.764.607
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO	ESCOLA MUL PEDRO VITOR	28002725	SE	Poço Redondo	Rural	Área de assentamento	Pública	PEDRAS GRANDE, ASSENTAMENTO. 49810-000 Poço Redondo - SE.	(79) 998294722	Municipal	Não Informado	Não	Sim	Até 50 matrículas de escolarização	Educação Infantil, Ensino Fundamental		-993.503.237	-3.767.558.322
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO	ESCOLA MUNICIPAL ERMIRIO TORRES MACHADO	28002750	SE	Poço Redondo	Rural	A escola não está em área de localização diferenciada	Pública	SANTA ROSA DO ERMIRIO, POVOADO. 49810-000 Poço Redondo - SE.	(79) 996484292	Municipal	Não Informado	Não	Sim	Entre 501 e 1000 matrículas de escolarização	Ensino Fundamental, Educação de Jovens Adultos		-1.000.060.872	-3.774.972.334
ESCOLA PARALISADA	ESCOLA MUNICIPAL LOURIVAL FELIX	28002768	SE	Poço Redondo	Rural	Não Informado	Pública	CAJUEIRO, POVOADO. 49810-000 Poço Redondo - SE.	(79) 999392663	Municipal	Não Informado	Não						
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO	ESCOLA MUNICIPAL SALVELINA COSTA	28002776	SE	Poço Redondo	Rural	A escola não está em área de localização diferenciada	Pública	CURRALINHO, POVOADO. 49810-000 Poço Redondo - SE.	(79) 998294722	Municipal	Não Informado	Não	Sim	Até 50 matrículas de escolarização	Educação Infantil, Ensino Fundamental		-972.264.026	-3.760.498.542
ESCOLA PARALISADA	ESCOLA MUNICIPAL SAO JOAO	28002784	SE	Poço Redondo	Rural	Não Informado	Pública	CAPELA, COMUNIDADE. 49810-000 Poço Redondo - SE.	(79) 999392663	Municipal	Não Informado	Não						
ESCOLA PARALISADA	ESCOLA MUNICIPAL SAO LUIZ	28002792	SE	Poço Redondo	Rural	Não Informado	Pública	MARANDUBA, COMUNIDADE. 49810-000 Poço Redondo - SE.	(79) 999392663	Municipal	Não Informado	Não						
ESCOLA PARALISADA	ESCOLA MUNICIPAL UNIAO BARRA DA ONCA	28002806	SE	Poço Redondo	Rural	Não Informado	Pública	BARRA DA ONCA, ASSENTAMENTO. 49810-000 Poço Redondo - SE.	(79) 999392663	Municipal	Não Informado	Não					-9.817.686.667	-3.763.818.167
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO	ESCOLA MUNICIPAL BOM JESUS DOS PASSOS	28002822	SE	Poço Redondo	Rural	A escola não está em área de localização diferenciada	Pública	SITIOS NOVOS, POVOADO. 49810-000 Poço Redondo - SE.	(79) 998167763	Municipal	Não Informado	Não	Sim	Entre 501 e 1000 matrículas de escolarização	Ensino Fundamental, Educação de Jovens Adultos	Atendimento Educacional Especializado	-992.511.432	-3.762.691.582
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO	COLEGIO MUNICIPAL LEONOR BARRETO FRANCO	28002857	SE	Poço Redondo	Rural	A escola não está em área de localização diferenciada	Pública	SANTA ROSA DO ERMIRIO, POVOADO. 49810-000 Poço Redondo - SE.	(79) 998294722	Municipal	Não Informado	Não	Sim	Entre 501 e 1000 matrículas de escolarização	Educação Infantil, Ensino Fundamental		-999.844.756	-3.775.492.551
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO	ESCOLA ESTADUAL TEOTONIO ALVES CHINA	28002865	SE	Poço Redondo	Urbana	A escola não está em área de localização diferenciada	Pública	AV. ALCINO ALVES COSTA, 99 CASA. CENTRO. 49810-000 Poço Redondo - SE.	(79) 33371058	Estadual	Não Informado	Não	Sim	Entre 201 e 500 matrículas de escolarização	Ensino Fundamental	Atendimento Educacional Especializado	-9.806.476.305	-3.768.414.239
